name,roll,branch,startYear,currentCourses,completedCourses
student1871,21146,ece,2022,oopd;math,56789:6.160658;23456:6.606845
student1872,21594,ece,2022,ga;dbms,23456:8.370379;12345:6.702147;45678:8.563895
student1873,21872,csd,2023,os,45678:7.263456;12345:6.086012;34567:5.417606
student1874,21668,csam,2020,ml;oopd,34567:5.748172
student1875,22653,ece,2021,ml;math,23456:7.769642;12345:8.715907
student1876,20229,csd,2020,dbms,56789:7.406672;12345:7.235094;45678:9.862923
student1877,21590,ece,2022,os;ga;ml,23456:7.090484;12345:7.670275
student1878,22801,csai,2024,ml;math;oopd,12345:6.371911
student1879,21384,csai,2023,dbms,56789:7.244766;34567:9.471566
student1880,22242,csai,2024,dbms;ml,45678:9.445085
student1881,21219,csd,2024,ml,12345:9.481915;56789:9.347930
student1882,22097,cse,2024,ml,45678:9.968839;12345:7.860145;23456:6.325707
student1883,20425,csam,2024,math;dbms;os,45678:5.934913
student1884,20555,csss,2021,ml;os;oopd,23456:5.703244;34567:8.822718;12345:8.096134
student1885,22882,csss,2021,os,56789:6.224101;34567:7.195696
student1886,20864,csam,2024,dbms,23456:7.291597;12345:7.674739;34567:7.363392
student1887,22672,csam,2024,ml;oopd;ga,23456:8.329990;56789:8.945966
student1888,20732,ece,2024,dbms;oopd,23456:7.051908;45678:7.039193
student1889,20114,csam,2024,ga;oopd;os,45678:5.658863;12345:5.883022;34567:7.522461
student1890,22696,csai,2021,dbms;os;ml,34567:8.123195;23456:8.864767
student1891,22215,ece,2022,math,56789:9.183241;12345:6.024510;23456:9.621636
student1892,20772,csd,2024,oopd;os,56789:5.188108;45678:9.473941;12345:7.994111
student1893,20589,ece,2024,os;oopd;ga,12345:9.264663
student1894,22326,cse,2023,math;oopd;os,12345:7.990493;34567:9.707946
student1895,20808,ece,2023,oopd,56789:7.386801;23456:6.329188
student1896,20712,csd,2020,dbms;oopd,34567:7.750061
student1897,22617,csam,2023,dbms;ga,56789:8.608004;12345:5.238830;34567:8.389962
student1898,22362,csai,2024,dbms;math;ml,34567:7.840649;12345:8.836758;56789:5.983356
student1899,21758,cse,2024,math;oopd,45678:5.116095;12345:7.793596
student1900,22328,ece,2022,ml;oopd;os,23456:5.054371;45678:9.100534;12345:9.989235
student1901,22975,csd,2022,ga;math;os,23456:7.995205;45678:8.674153;56789:9.035559
student1902,21512,csd,2020,dbms,45678:5.438857;12345:8.672022;34567:8.023833
student1903,22170,csam,2021,dbms,12345:7.358807
student1904,20032,csam,2023,dbms,56789:7.360035;12345:8.805642
student1905,22835,csam,2022,ml;oopd,23456:6.570148;34567:7.582444;45678:5.211362
student1906,21478,csss,2020,ml;oopd;math,34567:6.693386
student1907,20861,csss,2020,dbms;math,34567:5.094131;45678:7.699821
student1908,21330,csd,2023,oopd,56789:5.379531;34567:7.606182
student1909,20281,ece,2021,os,56789:8.582139;12345:7.358285
student1910,21565,csd,2024,ga,56789:9.072013
student1911,20446,csss,2023,os;ml,56789:7.455523
student1912,20542,cse,2022,oopd,56789:9.996674;45678:6.893001;12345:6.548168
student1913,20460,csam,2020,math,34567:6.879274
student1914,22121,csss,2021,dbms,56789:9.029247;45678:6.090605;34567:6.655109
student1915,20687,csd,2020,dbms;oopd,34567:9.772205
student1916,21492,ece,2021,ga,34567:5.251102
student1917,20466,csd,2024,os,45678:8.192237
student1918,20464,csai,2021,dbms;math;ml,34567:7.468876
student1919,21508,csai,2022,ga,56789:5.087566;12345:5.664323;45678:5.912823
student1920,20435,csai,2020,ga;ml;os,23456:9.832562
student1921,21808,ece,2023,ga;math,56789:5.080842
student1922,20778,csai,2020,os,12345:8.054935
student1923,21968,cse,2021,ga;os,34567:6.008998;45678:6.786826
student1924,20870,cse,2023,ml;os;math,45678:8.377010;12345:5.156089
student1925,22561,csai,2023,os;ml,34567:6.944629;56789:5.204495
student1926,21474,cse,2024,ga;oopd,56789:8.500532;23456:6.627013;45678:6.150703
student1927,21852,cse,2023,dbms;oopd;ml,12345:8.752961;34567:8.158847;45678:8.974203
student1928,20914,csai,2023,ml,56789:5.948511;34567:7.217328;23456:8.527736
student1929,22070,csd,2021,ga,45678:5.986459
student1930,21885,csd,2020,oopd,56789:6.966221;45678:9.760661;23456:8.490174
student1931,20968,cse,2022,ml;os;math,34567:7.630943;45678:6.326927
student1932,22939,ece,2023,os;ga;ml,23456:5.428836;34567:5.683011;45678:9.351732
student1933,20921,csai,2023,os;math,45678:6.155695
student1934,22388,csd,2020,ga,56789:8.131237;23456:6.992082;34567:8.638293
student1935,22306,csss,2021,os,45678:5.990180;56789:8.417819;23456:5.647304
student1936,20880,csai,2022,math;dbms;oopd,34567:7.170826;23456:8.618080;56789:5.617269
student1937,20807,cse,2024,math;dbms,34567:7.138382;56789:7.716456;23456:8.927186
student1938,22755,ece,2022,os;oopd;ga,45678:9.866045;56789:9.877230
student1939,21878,csam,2020,oopd,34567:8.682724;45678:9.207438;56789:8.995509
student1940,21439,csai,2022,dbms;math,56789:5.455342;12345:5.038326
student1941,20489,csd,2024,dbms,45678:9.009066;23456:8.453210;34567:5.803131
student1942,21891,csd,2024,ga;math,34567:8.508111
student1943,21775,csam,2023,ga;oopd,56789:9.859494;23456:9.786111;12345:8.542084
student1944,21955,csss,2022,os;dbms,12345:6.068095;45678:5.937671;56789:6.486181
student1945,21282,csai,2021,ga;oopd;os,23456:8.616374
student1946,22445,csai,2022,ga;math;ml,45678:8.410707;56789:5.474694
student1947,21788,csai,2021,ml;os;math,45678:7.487479;56789:5.965047
student1948,22615,cse,2020,os,12345:7.096128;23456:7.841796;45678:8.351430
student1949,20234,cse,2022,os;dbms,12345:5.765299
student1950,22109,csss,2020,ga;os;ml,23456:6.820200;34567:5.405659
student1951,22295,csai,2021,math;dbms;oopd,23456:9.930882;45678:9.364259;34567:5.547526
student1952,22806,csai,2022,math;ml;dbms,56789:8.469296;34567:5.070152;23456:9.490384
student1953,22060,csai,2022,ml;os,56789:9.226494;34567:9.299314;45678:5.408777
student1954,20311,cse,2023,ga,45678:9.772791;56789:6.403936
student1955,20348,ece,2021,os,34567:7.347159;56789:5.277676
student1956,22647,csam,2022,dbms;ml;math,23456:9.036235
student1957,20167,csd,2024,ga,23456:7.946414;56789:8.475554
student1958,22948,csai,2020,ga;math,12345:7.076710
student1959,21451,csss,2020,oopd;os,45678:9.633433
student1960,22631,cse,2022,ga;oopd;math,12345:6.385880
student1961,22479,cse,2023,ml;dbms;oopd,34567:9.550094;45678:7.654938
student1962,20979,csai,2021,ml,56789:9.934332;12345:9.596519
student1963,21260,csai,2021,ml;dbms,56789:5.135027;23456:7.636886
student1964,20080,csd,2021,dbms;ga;ml,45678:8.639020;23456:9.225016
student1965,21180,csam,2020,ml;dbms,23456:8.559818;12345:5.287526
student1966,21094,csd,2020,ga;math;oopd,45678:5.333357;12345:9.900075;23456:6.122369
student1967,20952,csss,2021,oopd,56789:5.042628;12345:8.021792;23456:6.309823
student1968,22346,csai,2024,math;ga;ml,34567:7.715531;45678:6.976078;23456:9.134436
student1969,22516,csam,2023,oopd;os,56789:5.112050;23456:9.302629
student1970,22821,ece,2020,ga;os;dbms,34567:9.449786;56789:6.656106
student1971,21888,csss,2022,ml;math,34567:9.591841;12345:5.551343;56789:5.923646
student1972,20437,csd,2021,dbms,34567:7.640627;12345:8.522471
student1973,20494,ece,2023,ml;os;math,34567:6.945091
student1974,20129,csss,2023,dbms;os,45678:9.709701
student1975,22985,csd,2022,oopd;ml;math,23456:8.037675;12345:7.880443
student1976,20331,csss,2020,ga;math,56789:9.859862;45678:7.724480
student1977,21667,ece,2024,dbms;ml,45678:9.407564;34567:7.821069
student1978,21714,cse,2021,math;dbms,23456:6.038264;45678:9.386490
student1979,22852,csss,2020,ga;oopd,45678:9.584082;34567:7.058395
student1980,21803,csai,2020,oopd;dbms;os,12345:6.471043;45678:6.776938
student1981,20922,cse,2021,math,56789:7.871507
student1982,20262,csam,2024,math,12345:5.308884;23456:7.275953
student1983,21274,csss,2021,dbms;ml,12345:6.555690;45678:5.551764
student1984,22982,csam,2024,math;ga,34567:7.940044;12345:9.800992;45678:6.934931
student1985,20062,csd,2024,oopd;dbms,56789:5.520859;45678:6.330572;34567:9.619689
student1986,21026,csss,2023,oopd,45678:7.312130
student1987,22510,csai,2020,ga;math;ml,45678:8.203725
student1988,20448,csss,2020,ga,12345:6.248248;23456:5.265926
student1989,21286,csss,2021,dbms;oopd,34567:6.454933;45678:5.412821
student1990,21842,cse,2020,ml,45678:7.081618;34567:9.509233
student1991,20020,csss,2024,ml,56789:9.439924;23456:6.380998
student1992,20339,csam,2022,ml;ga;os,12345:9.331651;56789:8.050270
student1993,21105,ece,2021,math,12345:8.343380;34567:7.144257
student1994,22955,csai,2020,ml,12345:6.395491;34567:7.803365;23456:8.983471
student1995,21935,csss,2021,math;ga;dbms,34567:6.963110;12345:8.542145
student1996,20083,csss,2021,math;ml,45678:6.748760
student1997,21778,ece,2022,os,45678:9.494939;34567:6.106195
student1998,20676,cse,2022,os;ml,34567:7.242567
student1999,20101,ece,2023,ga;ml;dbms,56789:5.213620
student2000,20937,csai,2021,dbms;oopd,56789:7.727000;12345:9.466742;34567:8.954625
student2001,22350,cse,2024,ml;math;oopd,23456:7.051844
student2002,22768,csd,2024,ga,34567:8.780420
student2003,22494,csai,2021,ml,12345:9.123229;45678:7.698540;23456:8.504298
student2004,20303,csai,2023,os;dbms,12345:8.630041
student2005,22677,cse,2023,os;ga,45678:5.614647;12345:8.895559
student2006,20737,csss,2022,math;oopd;os,23456:5.309667
student2007,21782,ece,2021,ml;os;ga,56789:9.446222
student2008,22172,csss,2022,ga;oopd;os,45678:9.849177;34567:8.835584;12345:8.882730
student2009,21766,csam,2020,oopd;ga,12345:8.272463;34567:9.663678
student2010,22728,ece,2024,ml,56789:7.774744
student2011,20827,csam,2023,math,34567:7.744959
student2012,20322,csai,2023,math;ga,45678:5.826963;23456:6.907237;12345:6.247054
student2013,22229,cse,2023,ga;math,12345:7.638226;23456:5.440173
student2014,22416,ece,2023,ga;oopd;dbms,23456:8.830902
student2015,20647,csd,2021,math,56789:7.981822;45678:7.399170;12345:9.537371
student2016,22462,csam,2020,oopd,23456:7.962434
student2017,22578,ece,2024,os;ga,23456:9.743398
student2018,20781,csam,2023,oopd;os;math,23456:5.083993;12345:8.821747;45678:5.365960
student2019,21728,ece,2022,math;ml,23456:5.392653;34567:6.905978;12345:8.786226
student2020,21806,csss,2024,os,45678:7.213403;12345:5.335504
student2021,21070,ece,2023,os;dbms,12345:6.842050;45678:8.412802
student2022,20885,csam,2020,dbms;ga,56789:5.386907;45678:9.069740
student2023,20747,csam,2020,os;math,45678:7.231929;23456:5.299949;34567:5.090600
student2024,22034,csd,2024,ml;math;oopd,12345:5.333489
student2025,22843,ece,2023,ml;ga;dbms,45678:6.443964;23456:7.746218
student2026,22714,cse,2021,oopd;ga;ml,34567:9.799882;23456:5.928922
student2027,21881,csam,2024,ml;math,56789:5.830773;23456:6.772814
student2028,22225,csai,2024,ml;os,45678:5.149390
student2029,21127,csam,2023,dbms;ml,12345:9.869729
student2030,20544,csam,2024,math;os,12345:6.441850;23456:5.281335;45678:9.953415
student2031,21083,cse,2020,oopd;os;ga,12345:5.120890;23456:8.374777;56789:9.711821
student2032,21136,csss,2022,ml;ga;os,34567:6.036318;56789:8.983057;45678:8.837600
student2033,21949,csai,2024,math,56789:8.762343;45678:9.563223
student2034,22917,csd,2021,math,45678:6.101880;12345:8.334088;23456:7.999072
student2035,21203,csd,2021,ml;os;dbms,12345:8.161968;34567:5.729052
student2036,21831,csai,2023,oopd,56789:7.419143;23456:7.966963
student2037,21436,csss,2022,ga;ml,45678:9.090619;56789:9.441349
student2038,22838,cse,2022,oopd,34567:9.455669;23456:9.544916
student2039,21171,csd,2022,ml;os;math,34567:7.356292;12345:6.807354
student2040,21918,csam,2022,dbms;oopd;ga,45678:9.013038;23456:8.546517;56789:7.383244
student2041,22518,csai,2021,ga,45678:5.608437;12345:8.919532;23456:8.197826
student2042,21547,csai,2022,ga;os;math,23456:8.259987
student2043,21784,csd,2024,os;oopd,34567:9.994128;56789:6.026744
student2044,22513,csss,2023,os;dbms;ga,34567:7.288779;12345:5.587525;56789:5.537261
student2045,20790,csd,2021,ml;dbms,12345:8.668130;23456:6.467980;56789:5.234656
student2046,21110,csam,2022,ga;dbms,45678:9.452627;56789:6.306980
student2047,20656,csam,2024,os,34567:7.463286;56789:5.939705;23456:7.307598
student2048,22546,csam,2022,oopd;os;ml,34567:5.843597
student2049,22812,csd,2024,os;ml,34567:8.643040
student2050,20258,csam,2022,dbms;os,34567:9.535274
student2051,22314,csai,2022,dbms,56789:6.742367
student2052,22108,csd,2021,dbms;os,34567:6.103769;23456:7.399597
student2053,22259,csai,2021,os,56789:5.787579;34567:8.346115;12345:9.177928
student2054,21192,csai,2023,os,45678:7.800115;23456:6.940875;12345:5.107047
student2055,22287,csss,2020,math,23456:8.386318;12345:8.911598;45678:5.407516
student2056,22908,ece,2020,ml;oopd;ga,45678:8.382094;34567:5.455280
student2057,21866,csam,2024,os;ga,34567:5.706839;56789:8.082975
student2058,22772,csss,2022,ga;dbms,34567:9.770548;23456:8.827680
student2059,21936,csss,2023,os,23456:7.319455;34567:7.023215
student2060,22276,cse,2024,oopd;os;math,34567:8.349341;56789:7.595682;45678:6.478254
student2061,22347,csss,2020,ga;os,12345:8.569770;56789:7.313027;23456:5.358521
student2062,21618,csam,2021,oopd,23456:8.497204;12345:9.983608;56789:8.384491
student2063,20003,cse,2024,os;math;ga,34567:9.662549;56789:8.831427
student2064,21839,ece,2024,math,34567:7.093539
student2065,20920,cse,2020,ml;os;dbms,56789:5.315321;45678:8.443799;12345:8.455790
student2066,21552,csam,2024,os,23456:7.554049;56789:7.935026;34567:7.485512
student2067,22827,csam,2024,dbms,12345:9.429639;34567:7.648456;56789:7.243832
student2068,22025,ece,2023,os;oopd,45678:7.569031
student2069,21125,cse,2023,oopd;os,45678:9.962110;34567:5.770942
student2070,22817,csai,2021,dbms,45678:7.699298;12345:5.705866;34567:8.690140
student2071,21931,csd,2023,ga,56789:5.813532;34567:5.946440
student2072,21196,csam,2024,dbms,45678:5.890871;34567:8.407018
student2073,21768,cse,2021,os;dbms,23456:8.733130;34567:9.097178
student2074,20572,ece,2021,oopd;ga,56789:8.378882
student2075,20613,cse,2021,math;dbms,12345:8.080963;34567:9.266690;45678:8.848163
student2076,21898,ece,2023,ga;oopd,45678:9.251004;12345:6.305962
student2077,21717,csam,2024,ga;dbms;os,23456:5.380349;56789:7.315311
student2078,21157,csam,2021,oopd,45678:7.659620;56789:5.392906;34567:8.347508
student2079,20956,csd,2020,math,34567:8.911338;12345:5.281731;23456:5.210354
student2080,20034,cse,2024,ga;math;os,12345:8.697692;56789:8.315613;23456:5.286487
student2081,20343,cse,2024,math,23456:7.309807;34567:9.880968;56789:9.353496
student2082,21937,ece,2024,dbms;os,12345:5.556562;23456:7.847357;45678:7.635137
student2083,20424,cse,2023,dbms;oopd,23456:8.264320;12345:7.419357
student2084,21183,csai,2023,oopd;ml;math,34567:6.884081;12345:9.928473
student2085,22322,csam,2024,os,12345:9.856251;23456:6.458913
student2086,20915,ece,2022,dbms;ml;ga,34567:5.225855
student2087,22037,csai,2024,math;oopd,34567:7.619840;23456:6.501994;45678:8.658913
student2088,22374,ece,2023,math;dbms,56789:9.254445
student2089,22583,csd,2021,oopd,45678:6.771749;12345:6.046403;56789:8.283679
student2090,21967,cse,2024,oopd;ml;math,12345:7.096492;34567:9.056495
student2091,21369,csd,2023,ml;ga;oopd,23456:7.285869
student2092,21411,csam,2024,oopd;ml,23456:7.580359
student2093,20785,ece,2024,ml,12345:9.688130
student2094,21072,csss,2024,ga;oopd,12345:6.583966;34567:7.591316;45678:5.117667
student2095,21870,csai,2022,os;oopd;ga,56789:8.152451
student2096,21184,csai,2020,os,12345:7.849759;34567:8.461362;45678:8.667978
student2097,21644,csss,2020,ga;dbms,56789:6.929916;45678:6.320512;34567:5.788684
student2098,20237,cse,2021,os,34567:6.026952;12345:9.441490
student2099,21332,csss,2021,dbms;ga,56789:7.404890
student2100,22832,ece,2021,ml;dbms;oopd,34567:8.192932;45678:9.249546
student2101,21051,ece,2021,dbms;math;ml,23456:5.132838;56789:8.919761;45678:8.983338
student2102,22414,cse,2020,math;dbms;ml,56789:6.141028
student2103,20038,csd,2023,os,34567:9.612939;45678:5.444191;56789:5.986446
student2104,21629,csss,2021,ga,12345:5.219731;45678:9.883913;56789:5.975126
student2105,21418,csd,2020,os,56789:5.335459;12345:9.296808
student2106,21829,ece,2020,ml,12345:9.267405;56789:8.712756
student2107,22254,csd,2020,oopd;dbms;ga,23456:5.542322;34567:8.631005;12345:9.251856
student2108,21281,csd,2022,ga;dbms;math,23456:8.192762;45678:5.098278
student2109,20632,cse,2023,ml;oopd,45678:9.548348
student2110,20317,csd,2023,dbms;ml,45678:9.072496;23456:9.012533
student2111,22960,ece,2024,dbms;oopd;math,56789:6.883783;34567:5.524225
student2112,21911,ece,2023,math;dbms,56789:6.404536;23456:5.605976;34567:6.965270
student2113,20018,cse,2024,oopd,45678:7.459180
student2114,21029,csam,2021,ga;dbms;ml,56789:7.186612;45678:8.696231;12345:9.266335
student2115,22896,csam,2022,os;oopd,56789:7.396347;23456:7.716064;12345:7.823639
student2116,22255,csai,2021,dbms;ml,56789:8.012671;45678:7.877716;23456:9.776774
student2117,20226,csd,2023,oopd;math,56789:9.215496;45678:5.541424;34567:5.797856
student2118,21267,csd,2022,ga;dbms,23456:7.197689;45678:7.614064;56789:8.760484
student2119,20727,csam,2022,oopd,45678:5.560602
student2120,20070,csss,2020,dbms;math;ml,12345:8.787873;23456:9.455220
student2121,22074,csai,2023,ga;ml;math,34567:7.888955;45678:5.881028
student2122,20708,csam,2020,dbms;ml;ga,12345:6.573266
student2123,22508,cse,2022,math,23456:9.604820;34567:9.866678
student2124,21163,cse,2022,dbms;oopd;math,12345:6.973940;45678:6.897504
student2125,22013,csss,2024,ga,23456:7.506693;34567:7.088544;12345:6.512593
student2126,22286,csd,2023,os;oopd,34567:5.853738;56789:8.720256
student2127,22305,csd,2020,dbms;math,56789:7.589357
student2128,22726,csd,2024,math;os,23456:6.551193;45678:6.039203;56789:8.165158
student2129,22282,csam,2024,ga,45678:8.912410;23456:6.878455;56789:5.990849
student2130,22267,cse,2024,dbms,45678:9.812422;56789:9.408196;23456:6.918478
student2131,22045,cse,2024,oopd;ga;ml,23456:6.481388
student2132,22309,cse,2024,math;ga,45678:6.464288;56789:8.553884
student2133,20064,ece,2024,dbms;ml,12345:8.393315;56789:5.193776
student2134,20853,ece,2023,math;dbms,45678:5.210102;12345:8.425062
student2135,21097,csss,2021,math,12345:9.193300
student2136,20457,csd,2020,os,23456:8.977665
student2137,21503,cse,2023,ml;os;oopd,56789:7.549124;23456:8.009569;12345:8.899633
student2138,21622,csss,2023,oopd,56789:8.792241
student2139,21362,csd,2022,dbms,23456:6.060866;45678:8.330441
student2140,22273,ece,2023,ga;os,45678:5.384272;34567:9.608192;12345:5.037399
student2141,22580,cse,2021,dbms;oopd;math,45678:8.837935
student2142,20417,csd,2022,ga;oopd;dbms,12345:7.209049;56789:9.699433;45678:8.686632
student2143,20197,csd,2021,math;oopd;os,56789:7.870597;23456:9.688585
student2144,22031,cse,2023,dbms,34567:6.097404
student2145,20333,cse,2024,ml;math,34567:5.090085;56789:9.369414
student2146,22146,cse,2021,oopd,12345:8.743720
student2147,22930,ece,2021,ga,34567:6.283895;56789:7.921580;23456:5.649153
student2148,21761,csam,2023,dbms,34567:5.597120;56789:9.491187;23456:8.995622
student2149,21901,csd,2022,math,45678:5.599504;56789:6.864801;12345:7.340403
student2150,21756,cse,2022,ml;ga,23456:7.649031;12345:8.324202
student2151,21209,csai,2024,oopd,23456:9.662850;34567:5.901940;12345:8.657663
student2152,20515,ece,2022,ga;math,45678:8.649193;34567:8.572915;12345:6.505172
student2153,22792,ece,2020,math;dbms;os,45678:8.663518;56789:8.348080
